platform,status,area,key,english,indonesian,files
"web","new","web:settings","settings.shortcutIsRequired","Shortcut is required","Shortcut wajib diisi","app/(app)/settings/quick-replies/page.tsx"
"web","keyed","web:settings","auth.signIn","Sign in","Masuk","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.signUp","Sign up","Daftar","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.simpulerCreditsMo","Simpuler credits (mo)","Kredit Simpuler (bln)","app/(app)/settings/organization/page.tsx"
"web","keyed","web:settings","settings.singapore65","Singapore (+65)","Singapura (+65)","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.singleChoice","Single Choice","Pilihan Tunggal","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.slugOptional","Slug (optional)","Slug (opsional)","app/(app)/settings/channels/WebApiTab.tsx"
"web","keyed","web:settings","account.notif_sound","Sound notifications","Notifikasi suara","app/(app)/settings/notifications/page.tsx"
"web","keyed","web:settings","settings.sourceType","Source type","Jenis sumber","app/(app)/settings/channels/WebApiWizard.tsx"
"web","keyed","web:settings","settings.spanish","Spanish","Spanyol","app/(app)/settings/templates/page.tsx"
"web","new","web:settings","settings.stageCreated","Stage created","Tahap dibuat","app/(app)/settings/stages/page.tsx"
"web","new","web:settings","settings.stageUpdated","Stage updated","Tahap diperbarui","app/(app)/settings/stages/page.tsx"
"web","keyed","web:settings","settings.standard","Standard","Standar","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.submittedAutoApprovedMockMode","Submitted - auto-approved (mock mode)","Terkirim - otomatis disetujui (mode mock)","app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.submittedToMetaForReview","Submitted to Meta for review","Diajukan ke Meta untuk ditinjau","app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.sunday","Sunday","Minggu","app/(app)/settings/company-details/page.tsx;app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.survey","Survey","Survei","app/(app)/settings/wa-forms/page.tsx"
"web","new","web:settings","settings.syncFailed","Sync failed","Sinkronisasi gagal","app/(app)/settings/channels/AdsAnalytics.tsx;app/(app)/settings/channels/AdvertisingTab.tsx"
"web","keyed","web:settings","settings.synced","Synced","Tersinkron","app/(app)/settings/channels/AdsAnalytics.tsx;app/(app)/settings/channels/AdvertisingTab.tsx"
"web","new","web:settings","settings.templateSavedAsDraft","Template saved as draft","Template disimpan sebagai draf","app/(app)/settings/templates/page.tsx"
"web","new","web:settings","settings.templateUpdatedDraft","Template updated (draft)","Template diperbarui (draf)","app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.text","Text","Teks","app/(app)/settings/custom-fields/page.tsx"
"web","keyed","web:settings","settings.textMediaAndCustomizableButtons","Text, media and customizable buttons.","Teks, media, dan tombol yang bisa disesuaikan.","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.thailand66","Thailand (+66)","Thailand (+66)","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.theHondaBrio","the Honda Brio","Honda Brio","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.thisCanTBeUndone","This can't be undone.","Tindakan ini tidak bisa dibatalkan.","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.thisIsPermanentTheyLose","This is permanent: they lose access and their open leads are reassigned. Past history stays for the record. To pause an account temporarily, use Deactivate instead.","Ini permanen: mereka kehilangan akses dan prospek terbuka mereka ditugaskan ulang. Riwayat lama tetap tersimpan. Untuk menjeda akun sementara, gunakan Nonaktifkan.","app/(app)/settings/user-management/page.tsx"
"web","keyed","web:settings","common.thisMonth","This month","Bulan ini","app/(app)/settings/user-management/page.tsx"
"web","keyed","web:settings","settings.thursday","Thursday","Kamis","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.tiktok","TikTok","TikTok","app/(app)/settings/channels/AdvertisingTab.tsx"
"web","keyed","web:settings","settings.tiktokForBusiness","TikTok for Business","TikTok for Business","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.tiktokInstantForms","TikTok instant forms","Formulir instan TikTok","app/(app)/settings/channels/WebApiWizard.tsx"
"web","keyed","web:settings","settings.tiktokLeadGen","TikTok Lead Gen","TikTok Lead Gen","app/(app)/settings/channels/WebApiWizard.tsx"
"web","keyed","web:settings","settings.title","Title","Judul","app/(app)/settings/quick-replies/page.tsx"
"web","keyed","web:settings","settings.travelHospitality","Travel & Hospitality","Perjalanan & Perhotelan","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.tuesday","Tuesday","Selasa","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.unitedKingdom44","United Kingdom (+44)","Inggris Raya (+44)","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.unitedStatesCanada1","United States / Canada (+1)","Amerika Serikat / Kanada (+1)","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.untitledForm","Untitled form","Formulir tanpa judul","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.upTo10ImageButton","Up to 10 image/button cards in one message.","Hingga 10 kartu gambar/tombol dalam satu pesan.","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.user","User","Pengguna","app/(app)/settings/user-management/page.tsx"
"web","keyed","web:settings","settings.userActivity","User Activity","Aktivitas Pengguna","app/(app)/settings/audit/page.tsx"
"web","new","web:settings","settings.userInvited","User invited","Pengguna diundang","app/(app)/settings/user-management/page.tsx"
"web","new","web:settings","settings.userUpdated","User updated","Pengguna diperbarui","app/(app)/settings/user-management/page.tsx"
"web","keyed","web:settings","settings.users","Users","Pengguna","app/(app)/settings/organization/page.tsx"
"web","keyed","web:settings","settings.variant","Variant","Varian","app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.verifikasiAkun","Verifikasi akun","Verifikasi akun","app/(app)/settings/templates/library.ts"
"web","new","web:settings","settings.viberAuthTokenIsRequired","Viber auth token is required","Viber auth token wajib diisi","app/(app)/settings/channels/ChannelWizard.tsx"
"web","keyed","web:settings","settings.vietnam84","Vietnam (+84)","Vietnam (+84)","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.viewAllConversations","View All Conversations","Lihat Semua Percakapan","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.viewAnalytics","View Analytics","Lihat Analitik","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.viewAutomationRules","View Automation Rules","Lihat Aturan Otomasi","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.viewBroadcasts","View Broadcasts","Lihat Broadcast","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.viewContacts","View Contacts","Lihat Kontak","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.viewDashboard","View Dashboard","Lihat Dashboard","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.viewSettings","View Settings","Lihat Pengaturan","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.viewTeamConversations","View Team Conversations","Lihat Percakapan Tim","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.visitUrl","Visit URL","Kunjungi URL","app/(app)/settings/templates/page.tsx"
"web","new","web:settings","settings.wabaIdAndPhoneNumber","WABA ID and Phone Number ID are required","WABA ID dan Phone Number ID wajib diisi","app/(app)/settings/channels/ChannelWizard.tsx"
"web","keyed","web:settings","settings.webhookUrlOptional","Webhook URL (optional)","Webhook URL (opsional)","app/(app)/settings/channels/WebApiTab.tsx"
"web","keyed","web:settings","settings.wednesday","Wednesday","Rabu","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.when","When","Kapan","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","settings.yourBooking","your booking","booking Anda","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.yourDetails","Your details","Detail Anda","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.yourEmail","your email","email Anda","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.yourInstallment","your installment","cicilan Anda","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.yourMetaVerifyToken","your META_VERIFY_TOKEN","META_VERIFY_TOKEN Anda","app/(app)/settings/channels/ChannelWizard.tsx"
"web","keyed","web:settings","settings.yourOrder","your order","pesanan Anda","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.yourRequest","your request","permintaan Anda","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.yyyyMmDd","YYYY/MM/DD","YYYY/MM/DD","app/(app)/settings/company-details/page.tsx"
