platform,status,area,key,english,indonesian
"web","new","web:inbox","inbox.customerEndedTheCall","Customer ended the call","Pelanggan mengakhiri panggilan"
"web","new","web:inbox","inbox.details","Details","Detail"
"web","new","web:inbox","inbox.didnTBuy","Didn't buy","Tidak jadi beli"
"web","new","web:inbox","inbox.dismiss","Dismiss","Tutup"
"web","new","web:inbox","inbox.doc","DOC",""
"web","new","web:inbox","inbox.document","Document","Dokumen"
"web","new","web:inbox","inbox.documentPreview","Document preview","Pratinjau dokumen"
"web","new","web:inbox","inbox.documents","Documents","Dokumen"
"web","new","web:inbox","inbox.duplicate","Duplicate","Duplikat"
"web","new","web:inbox","inbox.emoji","Emoji","Emoji"
"web","new","web:inbox","inbox.endToEndEncrypted","End-to-end encrypted","Terenkripsi ujung ke ujung"
"web","new","web:inbox","inbox.file","FILE",""
"web","new","web:inbox","inbox.fileSent","File sent","Berkas terkirim"
"web","new","web:inbox","inbox.files","Files","Berkas"
"web","new","web:inbox","inbox.filesSent","Files sent","Berkas terkirim"
"web","new","web:inbox","inbox.filter","Filter","Filter"
"web","new","web:inbox","inbox.filterConversations","Filter conversations","Filter percakapan"
"web","new","web:inbox","inbox.financingRejected","Financing rejected","Pembiayaan ditolak"
"web","new","web:inbox","inbox.followUpNow","Follow up now","Tindak lanjut sekarang"
"web","new","web:inbox","inbox.forward","Forward","Teruskan"
"web","new","web:inbox","inbox.forwardFailed","Forward failed","Gagal meneruskan"
"web","new","web:inbox","inbox.forwardMessage","Forward message","Teruskan pesan"
"web","new","web:inbox","inbox.hideDetails","Hide details","Sembunyikan detail"
"web","new","web:inbox","inbox.internalNote","Internal note","Catatan internal"
"web","new","web:inbox","inbox.isCallingYou","is calling you…","menelepon Anda…"
"web","new","web:inbox","inbox.jobSeeker","Job seeker","Pencari kerja"
"web","new","web:inbox","inbox.lastMessageByBot","Last message by bot","Pesan terakhir oleh bot"
"web","new","web:inbox","inbox.lastMessageByCustomer","Last message by customer","Pesan terakhir oleh pelanggan"
"web","new","web:inbox","inbox.lastStage","Last stage","Tahap terakhir"
"web","new","web:inbox","inbox.loadingOlderMessages","Loading older messages...","Memuat pesan lama..."
"web","new","web:inbox","inbox.location","Location","Lokasi"
"web","new","web:inbox","inbox.lostStageDispositionMissing","Lost stage/disposition missing","Tahap/disposisi kalah tidak ada"
"web","new","web:inbox","inbox.markAsLost","Mark as Lost","Tandai Kalah"
"web","new","web:inbox","inbox.markAsLostSpam","Mark as lost / spam","Tandai kalah / spam"
"web","new","web:inbox","inbox.markAsSpam","Mark as Spam","Tandai Spam"
"web","new","web:inbox","inbox.media","Media","Media"
"web","new","web:inbox","inbox.messageActions","Message actions","Aksi pesan"
"web","new","web:inbox","inbox.messageForwarded","Message forwarded","Pesan diteruskan"
"web","new","web:inbox","inbox.messages","Messages","Pesan"
"web","new","web:inbox","inbox.microphone","Microphone","Mikrofon"
"web","new","web:inbox","inbox.missingCallOffer","Missing call offer","Tawaran panggilan tidak ada"
"web","new","web:inbox","inbox.newChatsLandHereAutomatically","New chats land here automatically","Chat baru masuk ke sini otomatis"
"web","new","web:inbox","inbox.newChatsWillOpenHere","New chats will open here with the full message history, customer context, and reply box ready.","Chat baru akan terbuka di sini dengan riwayat pesan lengkap, konteks pelanggan, dan kotak balasan siap pakai."
"web","new","web:inbox","inbox.newShortcut","New shortcut","Pintasan baru"
"web","new","web:inbox","inbox.nextMatch","Next match","Hasil berikutnya"
"web","new","web:inbox","inbox.nextMonday","Next Monday","Senin depan"
"web","new","web:inbox","inbox.noApprovedTemplatesYet","No approved templates yet.","Belum ada template disetujui."
"web","new","web:inbox","inbox.noBudgetPostponed","No budget / postponed","Tidak ada anggaran / ditunda"
"web","new","web:inbox","inbox.noConversations","No conversations","Tidak ada percakapan"
"web","new","web:inbox","inbox.noConversationsYet","No conversations yet","Belum ada percakapan"
"web","new","web:inbox","inbox.noDevices","No devices","Tidak ada perangkat"
"web","new","web:inbox","inbox.noInternalNotesYet","No internal notes yet","Belum ada catatan internal"
"web","new","web:inbox","inbox.noLabelsYet","No labels yet","Belum ada label"
"web","new","web:inbox","inbox.noMatches","No matches","Tidak ada yang cocok"
"web","new","web:inbox","inbox.noMatchingConversations","No matching conversations","Tidak ada percakapan yang cocok"
"web","new","web:inbox","inbox.noMessagesYet","No messages yet","Belum ada pesan"
"web","new","web:inbox","inbox.noResponse","No response","Tidak ada respons"
"web","new","web:inbox","inbox.noResults","No results","Tidak ada hasil"
"web","new","web:inbox","inbox.noShortcutsYetAddOne","No shortcuts yet, add one below.","Belum ada pintasan, tambahkan satu di bawah."
"web","new","web:inbox","inbox.notPurchase","Not Purchase","Tidak Beli"
"web","new","web:inbox","inbox.noteDeleted","Note deleted","Catatan dihapus"
"web","new","web:inbox","inbox.notes","Notes","Catatan"
"web","new","web:inbox","inbox.nothingToFilterHereYet","Nothing to filter here yet","Belum ada yang bisa difilter di sini"
"web","new","web:inbox","inbox.open","Open","Buka"
"web","new","web:inbox","inbox.outOfArea","Out of area","Di luar jangkauan"
"web","new","web:inbox","inbox.outcome","Outcome","Hasil"
"web","new","web:inbox","inbox.pauseRecording","Pause recording","Jeda rekaman"
"web","new","web:inbox","inbox.pdf","PDF",""
"web","new","web:inbox","inbox.photo","Photo","Foto"
"web","new","web:inbox","inbox.pickAConversation","Pick a conversation","Pilih percakapan"
"web","new","web:inbox","inbox.pickATemplateToPreview","Pick a template to preview it.","Pilih template untuk melihat pratinjaunya."
"web","new","web:inbox","inbox.pickAnApprovedTemplateFill","Pick an approved template, fill its variables, then drop it into the composer.","Pilih template yang disetujui, isi variabelnya, lalu masukkan ke komposer."
"web","new","web:inbox","inbox.pickTheFinalStageFor","Pick the final stage for this lead before closing.","Pilih tahap akhir untuk prospek ini sebelum menutup."
"web","new","web:inbox","inbox.pleaseAllowMicrophoneAccessTo","Please allow microphone access to record voice messages","Izinkan akses mikrofon untuk merekam pesan suara"
"web","new","web:inbox","inbox.ppt","PPT",""
"web","new","web:inbox","inbox.previousMatch","Previous match","Hasil sebelumnya"
"web","new","web:inbox","inbox.priceTooHigh","Price too high","Harga terlalu tinggi"
"web","new","web:inbox","inbox.quickReplies","Quick replies","Balasan cepat"
"web","new","web:inbox","inbox.reacted","Reacted","Bereaksi"
"web","new","web:inbox","inbox.rec","REC","REC"
"web","new","web:inbox","inbox.recordVoiceMessage","Record voice message","Rekam pesan suara"
"web","new","web:inbox","inbox.recordingSavedToCallLogs","Recording saved to Call Logs","Rekaman tersimpan ke Log Panggilan"
"web","new","web:inbox","inbox.regenerate","Regenerate","Buat ulang"
"web","new","web:inbox","inbox.removeLinkPreview","Remove link preview","Hapus pratinjau tautan"
"web","new","web:inbox","inbox.removed","Removed","Dihapus"
"web","new","web:inbox","inbox.reply","Reply","Balas"
"web","new","web:inbox","inbox.respondedChat","Responded chat","Chat yang ditangani"
"web","new","web:inbox","inbox.resumeRecording","Resume recording","Lanjutkan rekaman"
"web","new","web:inbox","inbox.sameBrandOtherDealer","Same brand, other dealer","Merek sama, dealer lain"
"web","new","web:inbox","inbox.searchConversations","Search conversations","Cari percakapan"
"web","new","web:inbox","inbox.searchMessages","Search messages","Cari pesan"
"web","new","web:inbox","inbox.searchNameOrEmail","Search name or email...","Cari nama atau email..."
"web","new","web:inbox","inbox.selectAll","Select all","Pilih semua"
"web","new","web:inbox","inbox.selectStage","Select stage","Pilih tahap"
"web","new","web:inbox","inbox.sendMessage","Send message","Kirim pesan"
"web","new","web:inbox","inbox.sendVoiceMessage","Send voice message","Kirim pesan suara"
"web","new","web:inbox","inbox.set","Set","Atur"
"web","new","web:inbox","inbox.shortcutAndMessageAreRequired","Shortcut and message are required","Pintasan dan pesan wajib diisi"
"web","new","web:inbox","inbox.shortcutSaved","Shortcut saved","Pintasan tersimpan"
"web","new","web:inbox","inbox.showDetails","Show details","Tampilkan detail"
"web","new","web:inbox","inbox.simpulerIsTyping","Simpuler is typing","Simpuler sedang mengetik"
"web","new","web:inbox","inbox.smartSummary","Smart Summary","Ringkasan Cerdas"
"web","new","web:inbox","inbox.snooze","Snooze","Tunda"
"web","new","web:inbox","inbox.snoozeUntil","Snooze until","Tunda sampai"
"web","new","web:inbox","inbox.snoozed","Snoozed","Ditunda"
"web","new","web:inbox","inbox.snoozedUntil","Snoozed until","Ditunda sampai"
"web","new","web:inbox","inbox.sort","Sort","Urutkan"
"web","new","web:inbox","inbox.sortBy","Sort by","Urutkan berdasarkan"
"web","new","web:inbox","inbox.spam","Spam","Spam"
"web","new","web:inbox","inbox.spamInvalid","Spam / invalid","Spam / tidak valid"
"web","new","web:inbox","inbox.spamDispositionMissing","Spam disposition missing","Disposisi spam tidak ada"
"web","new","web:inbox","inbox.sticker","Sticker","Stiker"
"web","new","web:inbox","inbox.summarizingTheConversation","Summarizing the conversation…","Meringkas percakapan…"
"web","new","web:inbox","inbox.templateBody","Template body","Isi template"
"web","new","web:inbox","inbox.templateInsertedReviewAndSend","Template inserted, review and send","Template dimasukkan, tinjau dan kirim"
"web","new","web:inbox","inbox.thisMessageCanTBe","This message can't be displayed","Pesan ini tidak bisa ditampilkan"
"web","new","web:inbox","inbox.toAMessage","to a message",""
"web","new","web:inbox","inbox.tomorrow900","Tomorrow 9:00","Besok 09.00"
"web","new","web:inbox","inbox.tradeInIssue","Trade-in issue","Masalah tukar tambah"
"web","new","web:inbox","inbox.tryAdjustingYourFilters","Try adjusting your filters","Coba sesuaikan filter Anda"
"web","new","web:inbox","inbox.tryAgain","Try again","Coba lagi"
"web","new","web:inbox","inbox.typeYourMessageHere","Type your message here","Ketik pesan Anda di sini"
"web","new","web:inbox","inbox.unknownError","Unknown error","Kesalahan tidak diketahui"
"web","new","web:inbox","inbox.unrespondedChat","Unresponded chat","Chat belum ditangani"
"web","new","web:inbox","inbox.unsupportedMessage","Unsupported message","Pesan tidak didukung"
"web","new","web:inbox","inbox.useTemplate","Use template","Gunakan template"
"web","new","web:inbox","inbox.video","Video","Video"
"web","new","web:inbox","inbox.viewAd","View ad","Lihat iklan"
"web","new","web:inbox","inbox.viewContactDetails","View contact details","Lihat detail kontak"
"web","new","web:inbox","inbox.voiceMessage","Voice message","Pesan suara"
"web","new","web:inbox","inbox.waitingForCustomerToAllow","Waiting for customer to allow…","Menunggu pelanggan mengizinkan…"
"web","new","web:inbox","inbox.whyIsThisLeadLost","Why is this lead lost","Mengapa prospek ini kalah"
"web","new","web:inbox","inbox.whyIsThisLeadLost2","Why is this lead lost?","Mengapa prospek ini kalah?"
"web","new","web:inbox","inbox.wrongNumber","Wrong number","Salah nomor"
"web","new","web:inbox","inbox.wrongProductSpec","Wrong product / spec","Produk / spesifikasi salah"
"web","new","web:inbox","inbox.xls","XLS",""
"web","new","web:inbox","inbox.youEndedTheCall","You ended the call","Anda mengakhiri panggilan"
"web","new","web:inbox","inbox.youReacted","You reacted","Anda bereaksi"
"web","new","web:inbox","inbox.youRemoved","You removed","Anda menghapus"
"web","new","web:layout","layout.simpulxOmnichannelInboxForSales","Simpulx - Omnichannel inbox for sales teams. Manage WhatsApp, Instagram, Telegram and more from one place.","Simpulx - Kotak masuk omnichannel untuk tim sales. Kelola WhatsApp, Instagram, Telegram dan lainnya dari satu tempat."
"web","new","web:loading","loading.memuatData","Memuat data...","Memuat data..."
"web","new","web:page","page.weHaveSentALink",", we have sent a link to reset your password.",""
"web","new","web:page","page.useItTheNextTime",". Use it the next time you sign in.",""
"web","new","web:page","page.backToAccount","Back to account","Kembali ke akun"
"web","new","web:page","page.backToSignIn","Back to sign in","Kembali ke masuk"
"web","new","web:page","page.campaignHistory","Campaign History","Riwayat Kampanye"
"web","new","web:page","page.chatHistorySlaMetrics","Chat History & SLA Metrics","Riwayat Chat & Metrik SLA"
"web","new","web:page","page.checkYourEmail","Check your email","Periksa email Anda"
"web","new","web:page","page.chooseANewPasswordFor","Choose a new password for your account.","Pilih kata sandi baru untuk akun Anda."
"web","new","web:page","page.confirmPassword","Confirm password","Konfirmasi kata sandi"
"web","new","web:page","page.confirmingYourEmail","Confirming your email","Mengonfirmasi email Anda"
"web","new","web:page","page.downloadHistoricalDataInCsv","Download historical data in CSV format for offline reporting and analytics.","Unduh data historis dalam format CSV untuk pelaporan dan analitik offline."
"web","new","web:page","page.emailConfirmed","Email confirmed","Email terkonfirmasi"
"web","new","web:page","page.enterYourEmailAndWe","Enter your email and we'll send you a reset link.","Masukkan email Anda dan kami akan mengirim tautan reset."
"web","new","web:page","page.exportCampaignPerformanceDataIncluding","Export campaign performance data including leads generated, messages sent, engagement metrics, and conversion rates for all campaigns.","Ekspor data performa kampanye termasuk prospek yang dihasilkan, pesan terkirim, metrik keterlibatan, dan tingkat konversi untuk semua kampanye."
"web","new","web:page","page.exportCsv","Export CSV","Ekspor CSV"
"web","new","web:page","page.exportData","Export Data","Ekspor Data"
"web","new","web:page","page.exportDetailedChatRecordsIncluding","Export detailed chat records including SLA tracking (response times), follow-up activity, pipeline stages, lead qualifications, and call attempts.","Ekspor catatan chat lengkap termasuk pelacakan SLA (waktu respons), aktivitas tindak lanjut, tahap pipeline, kualifikasi prospek, dan percobaan panggilan."
"web","new","web:page","page.ifAnAccountExistsFor","If an account exists for",""
"web","new","web:page","page.invalidLink","Invalid link","Tautan tidak valid"
"web","new","web:page","page.justAMoment","Just a moment...","Sebentar..."
"web","new","web:page","page.linkNotValid","Link not valid","Tautan tidak valid"
"web","new","web:page","page.passwordMustBeAtLeast","Password must be at least 8 characters","Kata sandi minimal 8 karakter"
"web","new","web:page","page.passwordReset","Password reset","Reset kata sandi"
"web","new","web:page","page.passwordsDoNotMatch","Passwords do not match","Kata sandi tidak cocok"
"web","new","web:page","page.reEnterPassword","Re-enter password","Masukkan ulang kata sandi"
"web","new","web:page","page.requestNewLink","Request new link","Minta tautan baru"
"web","new","web:page","page.resetFailed","Reset failed","Gagal mereset"
"web","new","web:page","page.resetPassword","Reset password","Reset kata sandi"
"web","new","web:page","page.sendResetLink","Send reset link","Kirim tautan reset"
"web","new","web:page","page.setNewPassword","Set new password","Atur kata sandi baru"
"web","new","web:page","page.signIn","Sign in","Masuk"
"web","new","web:page","page.simpulx","Simpulx.",""
"web","new","web:page","page.simpulxAllRightsReserved","Simpulx. All rights reserved.",""
"web","new","web:page","page.somethingWentWrong","Something went wrong","Terjadi kesalahan"
"web","new","web:page","page.thisPasswordResetLinkIs","This password reset link is invalid or has expired. Please request a new one.","Tautan reset kata sandi ini tidak valid atau sudah kedaluwarsa. Silakan minta yang baru."
"web","new","web:page","page.verificationFailed","Verification failed","Verifikasi gagal"
"web","new","web:page","page.youCompanyCom","you@company.com",""
"web","new","web:page","page.yourPasswordHasBeenUpdated","Your password has been updated. You can now sign in with your new password.","Kata sandi Anda telah diperbarui. Sekarang Anda bisa masuk dengan kata sandi baru."
"web","new","web:page","page.yourSignInEmailIs","Your sign-in email is now","Email masuk Anda kini"
"web","new","web:settings","settings.fixTheToken","— fix the token",""
"web","new","web:settings","settings.confirmItFromYourInbox",". Confirm it from your inbox to activate the new email.",""
"web","new","web:settings","settings.lastOnline","· last online",""
"web","new","web:settings","settings.eG","(e.g.",""
"web","new","web:settings","settings.media","[media]","[media]"
"web","new","web:settings","settings.br10231","#BR-10231",""
"web","new","web:settings","settings.inv5521","#INV-5521",""
"web","new","web:settings","settings.t8842","#T-8842",""
"web","new","web:settings","settings.addOption","+ Add option","+ Tambah opsi"
"web","new","web:settings","settings.30Jun2026","30 Jun 2026",""
"web","new","web:settings","settings.4453b6ac1234567a","4453b6ac1234567a-...",""
"web","new","web:settings","settings.aSimulatedSandboxChannelActions","A simulated sandbox channel. Actions here never reach real customers, so you can test flows safely.","Saluran sandbox simulasi. Aksi di sini tidak pernah sampai ke pelanggan asli, jadi Anda bisa menguji alur dengan aman."
"web","new","web:settings","settings.aTestDrive","a test drive","test drive"
"web","new","web:settings","settings.accessToken","Access token","Access token"
"web","new","web:settings","settings.accountConnected","account connected","akun terhubung"
"web","new","web:settings","settings.accountId","Account ID","ID Akun"
"web","new","web:settings","settings.accountUpdates","Account Updates","Pembaruan Akun"
"web","new","web:settings","settings.acmeMotors","Acme Motors",""
"web","new","web:settings","settings.action","Action","Aksi"
"web","new","web:settings","settings.actionAt","Action At","Waktu Aksi"
"web","new","web:settings","settings.activate","Activate","Aktifkan"
"web","new","web:settings","settings.activityPerformance","Activity & performance","Aktivitas & performa"
"web","new","web:settings","settings.actor","Actor","Pelaku"
"web","new","web:settings","settings.adSource","ad source","sumber iklan"
"web","new","web:settings","settings.addAButton","Add a button","Tambah tombol"
"web","new","web:settings","settings.addARoleThenSet","Add a role, then set its permissions in the matrix.","Tambahkan peran, lalu atur izinnya di matriks."
"web","new","web:settings","settings.addATeamMemberTo","Add a team member to the workspace.","Tambah anggota tim ke ruang kerja."
"web","new","web:settings","settings.addApiSource","Add API source","Tambah sumber API"
"web","new","web:settings","settings.addBranch","Add branch","Tambah cabang"
"web","new","web:settings","settings.addContent","Add Content","Tambah Konten"
"web","new","web:settings","settings.addField","Add field","Tambah kolom"
"web","new","web:settings","settings.addOption2","Add option","Tambah opsi"
"web","new","web:settings","settings.addQuickReply","Add quick reply","Tambah balasan cepat"
"web","new","web:settings","settings.addScreen","Add screen","Tambah layar"
"web","new","web:settings","settings.addVariable","Add Variable","Tambah Variabel"
"web","new","web:settings","settings.addYourFirstScreen","Add your first screen","Tambahkan layar pertama Anda"
"web","new","web:settings","settings.agentActivity","Agent Activity","Aktivitas Agen"
"web","new","web:settings","settings.agentEmail","Agent Email","Email Agen"
"web","new","web:settings","settings.agentMsgs","Agent msgs","Pesan agen"
"web","new","web:settings","settings.agentName","Agent Name","Nama Agen"
"web","new","web:settings","settings.agents","Agents","Agen"
"web","new","web:settings","settings.aiAssistant","AI assistant","Asisten AI"
"web","new","web:settings","settings.aiSettingsSaved","AI settings saved","Pengaturan AI tersimpan"
"web","new","web:settings","settings.allEvents","All events","Semua kejadian"
"web","new","web:settings","settings.allRoles","All roles","Semua peran"
"web","new","web:settings","settings.allStatuses","All statuses","Semua status"
"web","new","web:settings","settings.allocated","Allocated","Dialokasikan"
"web","new","web:settings","settings.allocatedCredits","Allocated credits","Kredit dialokasikan"
"web","new","web:settings","settings.allocation","Allocation","Alokasi"
"web","new","web:settings","settings.allow","Allow","Izinkan"
"web","new","web:settings","settings.americaLosAngeles","America/Los_Angeles",""
"web","new","web:settings","settings.americaNewYork","America/New_York",""
"web","new","web:settings","settings.analytics","Analytics","Analitik"
"web","new","web:settings","settings.andi","Andi",""
"web","new","web:settings","settings.apiKey","API key","API key"
"web","new","web:settings","settings.apiKeyRegenerated","API key regenerated","API key dibuat ulang"
"web","new","web:settings","settings.apiSourceDeleted","API source deleted","Sumber API dihapus"
"web","new","web:settings","settings.appendEverySubmissionAsA","Append every submission as a new row.","Tambahkan setiap kiriman sebagai baris baru."
"web","new","web:settings","settings.arabic","Arabic","Arab"
"web","new","web:settings","settings.asiaJakarta","Asia/Jakarta",""
"web","new","web:settings","settings.asiaSingapore","Asia/Singapore",""
"web","new","web:settings","settings.askCustomersIfYouCan","Ask customers if you can call them on WhatsApp.","Tanya pelanggan apakah Anda boleh meneleponnya di WhatsApp."
"web","new","web:settings","settings.askCustomersToShareTheir","Ask customers to share their contact details.","Minta pelanggan membagikan detail kontaknya."
"web","new","web:settings","settings.assignConversations","Assign Conversations","Tugaskan Percakapan"
"web","new","web:settings","settings.atLeast8Characters","At least 8 characters","Minimal 8 karakter"
"web","new","web:settings","settings.attributes","Attributes","Atribut"
"web","new","web:settings","settings.auditLog","Audit Log","Log Audit"
"web","new","web:settings","settings.authentication","AUTHENTICATION",""
"web","new","web:settings","settings.autoGeneratedFromName","auto-generated from name","dibuat otomatis dari nama"
"web","new","web:settings","settings.autoReply","Auto-reply","Balasan otomatis"
"web","new","web:settings","settings.autoReplyOff","Auto-reply off","Balasan otomatis mati"
"web","new","web:settings","settings.autoReplyOn","Auto-reply on","Balasan otomatis nyala"
"web","new","web:settings","settings.automation","Automation","Otomasi"
"web","new","web:settings","settings.automationDeleted","Automation deleted","Otomasi dihapus"
"web","new","web:settings","settings.automotive","Automotive","Otomotif"
"web","new","web:settings","settings.availability","Availability","Ketersediaan"
"web","new","web:settings","settings.avg1stResponse","Avg 1st response","Rata-rata respons pertama"
"web","new","web:settings","settings.bagus","Bagus","Bagus"
"web","new","web:settings","settings.balasStopUntukBerhentiBerlangganan","Balas STOP untuk berhenti berlangganan","Balas STOP untuk berhenti berlangganan"
"web","new","web:settings","settings.bayarSekarang","Bayar sekarang","Bayar sekarang"
"web","new","web:settings","settings.belanjaSekarang","Belanja sekarang","Belanja sekarang"
"web","new","web:settings","settings.bisaLebihBaik","Bisa lebih baik","Bisa lebih baik"
"web","new","web:settings","settings.bold","Bold","Tebal"
"web","new","web:settings","settings.branches","Branches","Cabang"
"web","new","web:settings","settings.branding","Branding","Branding"
"web","new","web:settings","settings.brandingSaved","Branding saved","Branding tersimpan"
"web","new","web:settings","settings.brioHonda","brio, honda",""
"web","new","web:settings","settings.browseTemplates","Browse templates","Jelajahi template"
"web","new","web:settings","settings.browseTheWhatsappTemplateLibrary","Browse the WhatsApp template library","Jelajahi pustaka template WhatsApp"
"web","new","web:settings","settings.browserTabShows","Browser tab shows","Tab browser menampilkan"
"web","new","web:settings","settings.build","Build","Bangun"
"web","new","web:settings","settings.button","Button","Tombol"
"web","new","web:settings","settings.buttonText","Button text","Teks tombol"
"web","new","web:settings","settings.buttons","Buttons","Tombol"
"web","new","web:settings","settings.callLogs","Call Logs","Log Panggilan"
"web","new","web:settings","settings.callPermissionRequest","Call Permission Request","Permintaan Izin Panggilan"
"web","new","web:settings","settings.callPhone","Call phone","Telepon"
"web","new","web:settings","settings.campaignNotFound","Campaign not found.","Kampanye tidak ditemukan."
"web","new","web:settings","settings.canTChangeKeepsExisting","can't change (keeps existing values linked).","tidak bisa diubah (nilai yang ada tetap tertaut)."
"web","new","web:settings","settings.caption","Caption","Keterangan"
"web","new","web:settings","settings.carousel","Carousel","Carousel"
"web","new","web:settings","settings.carouselCards","Carousel Cards","Kartu Carousel"
"web","new","web:settings","settings.catalogPricing","Catalog & Pricing","Katalog & Harga"
"web","new","web:settings","settings.catalogCleared","Catalog cleared","Katalog dikosongkan"
"web","new","web:settings","settings.category","Category","Kategori"
"web","new","web:settings","settings.changePassword","Change Password","Ubah Kata Sandi"
"web","new","web:settings","settings.changeProfilePhoto","Change profile photo","Ubah foto profil"
"web","new","web:settings","settings.changesSaved","Changes saved","Perubahan tersimpan"
"web","new","web:settings","settings.channelDeleted","Channel deleted","Saluran dihapus"
"web","new","web:settings","settings.channelDetails","Channel details","Detail saluran"
"web","new","web:settings","settings.channelName","Channel name","Nama saluran"
"web","new","web:settings","settings.chats","Chats","Chat"
"web","new","web:settings","settings.chipSelector","Chip Selector","Pemilih Chip"
"web","new","web:settings","settings.chooseFile","Choose file","Pilih berkas"
"web","new","web:settings","settings.chooseHowToCreateA","Choose how to create a template","Pilih cara membuat template"
"web","new","web:settings","settings.chooseThePlatformToPull","Choose the platform to pull spend, results and cost per lead/sale from.","Pilih platform sumber data belanja, hasil, dan biaya per prospek/penjualan."
"web","new","web:settings","settings.chooseThePlatformYouWant","Choose the platform you want to connect. You can add more channels any time.","Pilih platform yang ingin dihubungkan. Anda bisa menambah saluran kapan saja."
"web","new","web:settings","settings.closeConversations","Close Conversations","Tutup Percakapan"
"web","new","web:settings","settings.collapse","Collapse","Ciutkan"
"web","new","web:settings","settings.comingSoon","Coming soon","Segera hadir"
"web","new","web:settings","settings.company","Company","Perusahaan"
"web","new","web:settings","settings.companyName","Company name","Nama perusahaan"
"web","new","web:settings","settings.companyNameIsRequired","Company name is required","Nama perusahaan wajib diisi"
"web","new","web:settings","settings.companySize","Company size","Ukuran perusahaan"
"web","new","web:settings","settings.completed","Completed","Selesai"
"web","new","web:settings","settings.confirmNewPassword","Confirm new password","Konfirmasi kata sandi baru"
"web","new","web:settings","settings.connect","Connect","Hubungkan"
"web","new","web:settings","settings.connectAMetaAdAccount","Connect a Meta ad account, then map its campaigns. Spend and results show on the Dashboard.","Hubungkan akun iklan Meta, lalu petakan kampanyenya. Belanja dan hasil muncul di Dashboard."
"web","new","web:settings","settings.connectAdAccount","Connect ad account","Hubungkan akun iklan"
"web","new","web:settings","settings.connectAnAdPlatformOr","Connect an ad platform or external system to capture leads via the Web API.","Hubungkan platform iklan atau sistem eksternal untuk menangkap prospek via Web API."
"web","new","web:settings","settings.connectWhatsappMessengerInstagramViber","Connect WhatsApp, Messenger, Instagram, Viber and more.","Hubungkan WhatsApp, Messenger, Instagram, Viber dan lainnya."
"web","new","web:settings","settings.connected","Connected","Terhubung"
"web","new","web:settings","settings.connectedButTheFirstSync","Connected, but the first sync failed. Fix the token from the account card, then sync.","Terhubung, tetapi sinkronisasi pertama gagal. Perbaiki token dari kartu akun, lalu sinkronkan."
"web","new","web:settings","settings.connection","Connection","Koneksi"
"web","new","web:settings","settings.connectionVerified","Connection verified","Koneksi terverifikasi"
"web","new","web:settings","settings.contactUs","Contact us","Hubungi kami"
"web","new","web:settings","settings.conversations","Conversations","Percakapan"
"web","new","web:settings","settings.copyAsCurl","Copy as cURL","Salin sebagai cURL"
"web","new","web:settings","settings.copyCode","Copy code","Salin kode"
"web","new","web:settings","settings.copyKey","Copy key","Salin key"
"web","new","web:settings","settings.copyYourApiKeyNow","Copy your API key now. You can always view it again from the source card.","Salin API key Anda sekarang. Anda selalu bisa melihatnya lagi dari kartu sumber."
"web","new","web:settings","settings.couldBeBetter","Could be better","Bisa lebih baik"
"web","new","web:settings","settings.couldNotLoadData","Could not load data:","Gagal memuat data:"
"web","new","web:settings","settings.couldNotMap","Could not map","Gagal memetakan"
"web","new","web:settings","settings.createEditAutomation","Create / Edit Automation","Buat / Edit Otomasi"
"web","new","web:settings","settings.createACampaignToStart","Create a campaign to start routing its leads.","Buat kampanye untuk mulai merutekan prospek-nya."
"web","new","web:settings","settings.createAViberPublicAccount","Create a Viber Public Account, then paste its authentication token from the Viber Admin Panel. We verify the token and register the inbound webhook for you.","Buat Viber Public Account, lalu tempel token autentikasinya dari Viber Admin Panel. Kami memverifikasi token dan mendaftarkan webhook masuk untuk Anda."
"web","new","web:settings","settings.createAWhatsappTemplateAnd","Create a WhatsApp template and submit it for approval.","Buat template WhatsApp dan ajukan untuk persetujuan."
"web","new","web:settings","settings.createCampaign","Create campaign","Buat kampanye"
"web","new","web:settings","settings.createChannel","Create channel","Buat saluran"
"web","new","web:settings","settings.createContacts","Create Contacts","Buat Kontak"
"web","new","web:settings","settings.createCustomRole","Create custom role","Buat peran khusus"
"web","new","web:settings","settings.createMessageTemplate","Create Message Template","Buat Template Pesan"
"web","new","web:settings","settings.createNewTemplate","Create new template","Buat template baru"
"web","new","web:settings","settings.createRole","Create role","Buat peran"
"web","new","web:settings","settings.createTemplate","Create template","Buat template"
"web","new","web:settings","settings.createTheFirstOrganizationTo","Create the first organization to get started.","Buat organisasi pertama untuk memulai."
"web","new","web:settings","settings.createWhatsappForm","Create WhatsApp Form","Buat WhatsApp Form"
"web","new","web:settings","settings.createYourFirstAutomationTo","Create your first automation to route messages and reply automatically.","Buat otomasi pertama Anda untuk merutekan pesan dan membalas otomatis."
"web","new","web:settings","settings.credentials","Credentials","Kredensial"
"web","new","web:settings","settings.creditsUsage","Credits & Usage","Kredit & Penggunaan"
"web","new","web:settings","settings.creditsUpdated","Credits updated","Kredit diperbarui"
"web","new","web:settings","settings.currentPassword","Current password","Kata sandi saat ini"
"web","new","web:settings","settings.customOther","Custom / Other","Khusus / Lainnya"
"web","new","web:settings","settings.customFieldDeleted","Custom field deleted","Kolom khusus dihapus"
